,0
0,0.0
1,0.0
2,4.0
3,15.0
4,0.0
5,17.0
6,0.0
7,19.0
8,0.0
9,10.0
10,1.0
11,4.0
12,130.0
13,0.0
14,28.0
15,0.0
16,20.0
17,0.0
18,11.0
19,2.0
20,1.0
21,121.0
22,0.0
23,46.0
24,0.0
25,32.0
26,0.0
27,10.0
28,3.0
29,0.0
30,139.0
31,0.0
32,47.0
33,0.0
34,31.0
35,0.0
36,8.0
37,4.0
38,0.0
39,100.0
40,0.0
41,48.0
42,0.0
43,43.0
44,0.0
45,18.0
46,5.0
47,0.0
48,90.0
49,0.0
50,57.0
51,0.0
52,38.0
53,0.0
54,31.0
55,6.0
56,0.0
57,67.0
58,0.0
59,46.0
60,0.0
61,30.0
62,0.0
63,37.0
64,7.0
65,0.0
66,55.0
67,0.0
68,49.0
69,0.0
70,33.0
71,0.0
72,32.0
73,0.0
74,4.0
75,45.0
76,0.0
77,16.0
78,0.0
79,19.0
80,0.0
81,11.0
82,1.0
83,3.0
84,136.0
85,0.0
86,21.0
87,0.0
88,21.0
89,0.0
90,10.0
91,2.0
92,1.0
93,160.0
94,0.0
95,44.0
96,0.0
97,34.0
98,0.0
99,5.0
100,3.0
101,0.0
102,153.0
103,0.0
104,48.0
105,0.0
106,27.0
107,0.0
108,7.0
109,4.0
110,0.0
111,106.0
112,0.0
113,52.0
114,0.0
115,36.0
116,0.0
117,17.0
118,5.0
119,0.0
120,88.0
121,0.0
122,53.0
123,0.0
124,41.0
125,0.0
126,26.0
127,6.0
128,0.0
129,68.0
130,0.0
131,45.0
132,0.0
133,26.0
134,0.0
135,32.0
136,7.0
137,0.0
138,59.0
139,0.0
140,46.0
141,0.0
142,30.0
143,0.0
144,30.0
145,0.0
146,4.0
147,34.0
148,0.0
149,19.0
150,0.0
151,20.0
152,0.0
153,11.0
154,1.0
155,3.0
156,127.0
157,0.0
158,20.0
159,0.0
160,22.0
161,0.0
162,10.0
163,2.0
164,1.0
165,154.0
166,0.0
167,45.0
168,0.0
169,29.0
170,0.0
171,8.0
172,3.0
173,0.0
174,156.0
175,0.0
176,46.0
177,0.0
178,27.0
179,0.0
180,12.0
181,4.0
182,0.0
183,111.0
184,0.0
185,47.0
186,0.0
187,36.0
188,0.0
189,17.0
190,5.0
191,0.0
192,86.0
193,0.0
194,53.0
195,0.0
196,40.0
197,0.0
198,29.0
199,6.0
200,0.0
201,66.0
202,0.0
203,46.0
204,0.0
205,25.0
206,0.0
207,30.0
208,7.0
209,0.0
210,56.0
211,0.0
212,46.0
213,0.0
214,34.0
215,0.0
216,34.0
217,0.0
218,4.0
219,45.0
220,0.0
221,17.0
222,0.0
223,19.0
224,0.0
225,10.0
226,1.0
227,3.0
228,104.0
229,0.0
230,19.0
231,0.0
232,21.0
233,0.0
234,11.0
235,2.0
236,1.0
237,160.0
238,0.0
239,44.0
240,0.0
241,30.0
242,0.0
243,8.0
244,3.0
245,0.0
246,160.0
247,0.0
248,47.0
249,0.0
250,33.0
251,0.0
252,7.0
253,4.0
254,0.0
255,105.0
256,0.0
257,45.0
258,0.0
259,36.0
260,0.0
261,20.0
262,5.0
263,0.0
264,91.0
265,0.0
266,53.0
267,0.0
268,39.0
269,0.0
270,27.0
271,6.0
272,0.0
273,68.0
274,0.0
275,46.0
276,0.0
277,26.0
278,0.0
279,36.0
280,7.0
281,0.0
282,62.0
283,0.0
284,46.0
285,0.0
286,30.0
287,0.0
288,29.0
289,0.0
290,4.0
291,33.0
292,0.0
293,16.0
294,0.0
295,20.0
296,0.0
297,12.0
298,1.0
299,3.0
300,91.0
301,0.0
302,20.0
303,0.0
304,24.0
305,0.0
306,10.0
307,2.0
308,1.0
309,158.0
310,0.0
311,45.0
312,0.0
313,29.0
314,0.0
315,5.0
316,3.0
317,0.0
318,155.0
319,0.0
320,46.0
321,0.0
322,28.0
323,0.0
324,9.0
325,4.0
326,0.0
327,107.0
328,0.0
329,46.0
330,0.0
331,39.0
332,0.0
333,16.0
334,5.0
335,0.0
336,85.0
337,0.0
338,58.0
339,0.0
340,38.0
341,0.0
342,27.0
343,6.0
344,0.0
345,74.0
346,0.0
347,46.0
348,0.0
349,25.0
350,0.0
351,30.0
352,7.0
353,0.0
354,56.0
355,0.0
356,53.0
357,0.0
358,32.0
359,0.0
360,30.0
361,0.0
362,4.0
363,33.0
364,0.0
365,17.0
366,0.0
367,23.0
368,0.0
369,15.0
370,1.0
371,3.0
372,72.0
373,0.0
374,20.0
375,0.0
376,20.0
377,0.0
378,10.0
379,2.0
380,1.0
381,157.0
382,0.0
383,43.0
384,0.0
385,34.0
386,0.0
387,4.0
388,3.0
389,0.0
390,154.0
391,0.0
392,50.0
393,0.0
394,27.0
395,0.0
396,7.0
397,4.0
398,0.0
399,105.0
400,0.0
401,51.0
402,0.0
403,37.0
404,0.0
405,18.0
406,5.0
407,0.0
408,86.0
409,0.0
410,53.0
411,0.0
412,38.0
413,0.0
414,27.0
415,6.0
416,0.0
417,67.0
418,0.0
419,50.0
420,0.0
421,25.0
422,0.0
423,34.0
424,7.0
425,0.0
426,60.0
427,0.0
428,48.0
429,0.0
430,32.0
431,0.0
432,31.0
433,0.0
434,4.0
435,26.0
436,0.0
437,18.0
438,0.0
439,24.0
440,0.0
441,11.0
442,1.0
443,3.0
444,46.0
445,0.0
446,20.0
447,0.0
448,26.0
449,0.0
450,16.0
451,2.0
452,1.0
453,158.0
454,0.0
455,43.0
456,0.0
457,27.0
458,0.0
459,4.0
460,3.0
461,0.0
462,155.0
463,0.0
464,52.0
465,0.0
466,28.0
467,0.0
468,12.0
469,4.0
470,0.0
471,108.0
472,0.0
473,46.0
474,0.0
475,38.0
476,0.0
477,16.0
478,5.0
479,0.0
480,91.0
481,0.0
482,53.0
483,0.0
484,37.0
485,0.0
486,27.0
487,6.0
488,0.0
489,68.0
490,0.0
491,45.0
492,0.0
493,26.0
494,0.0
495,35.0
496,7.0
497,0.0
498,58.0
499,0.0
500,47.0
501,0.0
502,37.0
503,0.0
504,31.0
505,0.0
506,4.0
507,29.0
508,0.0
509,17.0
510,0.0
511,21.0
512,0.0
513,15.0
514,1.0
515,3.0
516,27.0
517,0.0
518,19.0
519,0.0
520,20.0
521,0.0
522,10.0
523,2.0
524,1.0
525,156.0
526,0.0
527,44.0
528,0.0
529,29.0
530,0.0
531,5.0
532,3.0
533,0.0
534,155.0
535,0.0
536,47.0
537,0.0
538,33.0
539,0.0
540,6.0
541,4.0
542,0.0
543,105.0
544,0.0
545,51.0
546,0.0
547,36.0
548,0.0
549,16.0
550,5.0
551,0.0
552,85.0
553,0.0
554,55.0
555,0.0
556,38.0
557,0.0
558,26.0
559,6.0
560,0.0
561,68.0
562,0.0
563,46.0
564,0.0
565,31.0
566,0.0
567,28.0
568,7.0
569,0.0
570,55.0
571,0.0
